modelo,marca,ano,quilometragem,potenciamotor,combustivel,cambio,direcao,cor,portas,finalplaca,vidroeletrico,travaeletrica,arcondicionado,direcaohidraulica,som,airbag,alarme,sensorre,camerare,blindado,valor
VW - VOLKSWAGEN GOL 1.0 TREND/ POWER 8V 4P,VW - VOLKSWAGEN,2004,0,1,Gasolina,Manual,Hidráulica,Cinza,4,7,0,0,1,1,0,0,0,0,0,0,16000
HONDA FIT EXL 1.5 FLEX 16V 5P MEC,HONDA,2009,66000,1.5,Flex,Manual,Elétrica,Verde,4,9,1,1,1,1,1,1,1,0,0,0,29000
FIAT PALIO 1.5 MPI 8V 4P,FIAT,1997,25516800,1,Gasolina,Manual,Mecânica,Azul,4,8,1,1,1,0,1,0,0,0,0,0,4800
CITROEN C3 TENDANCE 1.5 FLEX 8V 5P MEC.,CITROEN,2013,57000,1.5,Flex,Manual,Elétrica,Branco,4,0,1,1,1,0,1,1,1,1,1,0,33990
FIAT UNO MILLE 1.0 ELECTRONIC 4P,FIAT,1994,180,1,Gasolina,Manual,Mecânica,Azul,4,8,1,0,1,0,1,0,0,0,0,0,6600
JEEP RENEGADE SPORT 1.8 4X2 FLEX 16V AUT.,JEEP,2016,70000,1.8,Flex,Automático,Elétrica,Prata,4,0,1,1,1,0,1,1,1,1,1,0,69990
TOYOTA HILUX CD SRV 4X4 3.0 8V 116CV TB DIESEL,TOYOTA,2017,56000,2,Diesel,Automático,Hidráulica,Preto,4,9,0,0,0,0,0,0,0,0,0,0,180000
VW - VOLKSWAGEN UP! TAKE 1.0 TOTAL FLEX 12V 5P,VW - VOLKSWAGEN,2016,80000,1,Flex,Manual,Hidráulica,Branco,4,0,1,1,1,0,1,1,1,1,1,0,36990
FIAT UNO WAY 1.0 EVO FIRE FLEX 8V 5P,FIAT,2006,25888,1,Flex,Manual,Elétrica,Verde,4,5,1,0,0,0,0,0,0,0,0,0,11000
VW - VOLKSWAGEN POLO 1.0 FLEX 12V 5P,VW - VOLKSWAGEN,2020,32000,1,Flex,Manual,Elétrica,Branco,4,7,1,1,1,1,1,1,1,1,0,0,55900
KIA MOTORS SPORTAGE EX 2.0 16V/ 2.0 16V FLEX AUT.,KIA MOTORS,2013,60,2,Flex,Automático,Elétrica,Branco,4,4,1,1,1,1,1,1,1,1,1,0,72000
GM - CHEVROLET CORSA SEDAN GL 1.6  MPFI 4P,GM - CHEVROLET,1996,190000,1.6,Gasolina,Manual,Hidráulica,Prata,4,5,0,0,0,0,0,0,0,0,0,0,8700
RENAULT KWID 1.0 ZEN,RENAULT,2020,55,1,Flex,Manual,Elétrica,Prata,4,4,1,1,1,1,1,1,1,1,0,0,42000
KIA MOTORS SPORTAGE 2.0 16V AUT.,KIA MOTORS,2010,140000,2,Gasolina,Automático,Hidráulica,Preto,4,5,0,0,0,0,0,0,0,0,0,0,25000
RENAULT SANDERO EXPRESSION HI-FLEX 1.6 8V 5P,RENAULT,2010,85585,1.6,Flex,Manual,Hidráulica,Cinza,4,1,1,1,1,1,1,0,1,0,0,0,22000
VW - VOLKSWAGEN CROSSFOX 1.6 MI TOTAL FLEX 8V 5P,VW - VOLKSWAGEN,2011,140896,1.6,Flex,Manual,Hidráulica,Cinza,4,1,1,1,1,1,1,1,1,1,0,0,33500
FIAT ,FIAT,2020,120,1.6,Flex,Manual,Hidráulica,Branco,4,4,0,0,0,0,0,0,0,0,0,0,25000
VW - VOLKSWAGEN SAVEIRO TRENDLINE 1.6 T.FLEX 8V,VW - VOLKSWAGEN,2018,79000,1.6,Flex,Manual,Hidráulica,Branco,2,3,1,1,1,1,1,1,1,1,1,0,50900
VW - VOLKSWAGEN GOL 1.0 PLUS 16V 4P,VW - VOLKSWAGEN,2000,250000,1,Gasolina,Manual,Hidráulica,Vermelho,4,9,0,1,1,1,1,0,1,0,0,0,10000
KIA MOTORS CERATO,KIA MOTORS,2010,115,1.6,Gasolina,Manual,Hidráulica,Branco,4,3,1,1,1,1,1,1,0,0,0,0,33000
FORD FIESTA SED. 1.6 8V FLEX 4P,FORD,2010,81430,1.6,Flex,Manual,Hidráulica,Preto,4,3,1,1,1,1,1,0,1,0,0,0,22500
GM - CHEVROLET CELTA LIFE/ LS 1.0 MPFI 8V FLEXPOWER 5P,GM - CHEVROLET,2013,111111,1,Flex,Manual,Hidráulica,Vermelho,4,7,1,1,1,1,1,0,1,1,0,0,22900
VW - VOLKSWAGEN GOLF 1.6 MI TRIP/ SPORT 101CV 8V,VW - VOLKSWAGEN,2003,132200,1.6,Gasolina,Manual,Hidráulica,Cinza,4,3,1,1,1,1,0,0,1,0,0,0,17500
FORD FUSION SEL 2.3 16V  162CV AUT.,FORD,2006,169000,2,Gasolina,Automático,Hidráulica,Preto,4,9,1,1,1,1,1,1,1,1,0,0,24500
VW - VOLKSWAGEN FOX COMFORTLINE 1.6 FLEX 8V 5P,VW - VOLKSWAGEN,2015,48000,1.6,Flex,Manual,Hidráulica,Branco,4,1,1,1,1,1,1,1,1,1,0,0,43500
NISSAN SENTRA S 2.0/ 2.0 FLEX FUEL 16V AUT.,NISSAN,2010,0,2,Flex,Automático,Hidráulica,Preto,4,5,1,1,1,1,1,1,1,1,1,0,20500
TOYOTA COROLLA XEI 2.0 FLEX 16V AUT.,TOYOTA,2015,98000,2,Flex,Automático,Elétrica,Cinza,4,7,1,1,1,1,1,1,1,1,1,0,72500
FIAT FIORINO FURG.1.5/1.3/1.3 FIRE/1.3 F.FLEX,FIAT,2005,10000,1.3,Gasolina,Manual,Mecânica,Branco,2,1,0,0,0,0,0,0,0,0,0,0,3800
HYUNDAI HB20 PREMIUM 1.6 FLEX 16V AUT.,HYUNDAI,2014,62000,1.6,Flex,Automático,Hidráulica,Vermelho,4,5,1,1,1,1,1,1,1,1,0,0,43500
GM - CHEVROLET CLASSIC ADVANTAGE 1.0 VHC FLEXPOWER 4P,GM - CHEVROLET,2007,197000,1,Flex,Manual,Mecânica,Preto,4,5,1,1,1,0,1,0,1,0,0,0,15500
VW - VOLKSWAGEN VOYAGE TRENDLINE 1.6 T.FLEX 8V 4P,VW - VOLKSWAGEN,2015,96000,1.6,Flex,Manual,Hidráulica,Prata,4,4,1,1,1,1,1,1,1,1,0,0,34000
GM - CHEVROLET CELTA LIFE 1.0 MPFI VHC 8V 3P,GM - CHEVROLET,2011,120,1,Flex,Manual,Mecânica,Preto,4,6,1,1,0,0,0,0,1,0,0,0,15800
TOYOTA COROLLA XLI 1.6 16V 110CV AUT.,TOYOTA,2003,260,1.6,Gasolina,Automático,Hidráulica,Azul,4,8,1,1,1,1,1,0,0,1,0,0,16700
VW - VOLKSWAGEN GOL (NOVO) 1.6 POWER/HIGHI T.FLEX 8V 4P,VW - VOLKSWAGEN,2016,60000,1.6,Flex,Manual,Hidráulica,Branco,4,4,1,1,1,1,1,1,1,0,0,0,30000
CITROEN C3 EXCLUSIVE 1.4 FLEX 8V 5P,CITROEN,2009,72000,1.4,Flex,Manual,Elétrica,Preto,4,4,1,1,1,1,1,1,1,0,0,0,19000
PEUGEOT 206 SENSATION 1.4 FLEX 8V 3P,PEUGEOT,2008,127688,1.4,Flex,Manual,Mecânica,Preto,2,0,0,0,0,0,1,0,1,1,0,0,11500
TOYOTA COROLLA GLI 1.8 FLEX 16V  AUT.,TOYOTA,2009,100000,1.8,Flex,Automático,Hidráulica,Cinza,4,9,1,1,1,1,1,1,1,0,0,0,40000
GM - CHEVROLET CORSA WIND PIQUET/ CHAMP 1.0 MPFI 2P,GM - CHEVROLET,1998,234567,1,Gasolina,Manual,Mecânica,Branco,4,9,0,0,0,0,0,0,0,0,0,0,9300
GM - CHEVROLET AGILE LTZ 1.4 MPFI 8V FLEXPOWER 5P,GM - CHEVROLET,2014,69689,1.4,Flex,Manual,Hidráulica,Azul,4,1,1,1,1,1,1,1,1,1,0,0,30000
FIAT UNO WAY 1.0 EVO FIRE FLEX 8V 2P,FIAT,1991,80000000,1,Gasolina,Manual,Mecânica,Branco,2,8,0,0,1,0,1,1,1,0,0,0,6500
FORD FOCUS 2.0 16V/ 2.0 16V FLEX 5P,FORD,2009,88000,2,Flex,Manual,Hidráulica,Preto,4,4,1,1,1,1,0,0,1,0,0,0,27500
VW - VOLKSWAGEN GOL 1.0 TREND/ POWER 8V 4P,VW - VOLKSWAGEN,2013,134000,1,Flex,Manual,Hidráulica,Branco,4,8,1,1,1,1,1,0,1,1,0,0,28500
HYUNDAI HB20X PREMIUM 1.6 FLEX 16V AUT.,HYUNDAI,2016,48000,1.6,Flex,Automático,Elétrica,Prata,4,0,1,1,1,0,1,1,1,1,1,0,58000
VW - VOLKSWAGEN VOYAGE 1.6/1.6 CITY  MI TOTAL FLEX 8V 4P,VW - VOLKSWAGEN,2019,80563,1.6,Flex,Manual,Hidráulica,Prata,4,1,1,1,1,1,1,1,1,1,0,0,55000
VW - VOLKSWAGEN VOYAGE COMF/HIGHLI. 1.6 MI T.FLEX 8V 4P,VW - VOLKSWAGEN,2013,100000,1.6,Flex,Manual,Hidráulica,Branco,4,4,1,1,1,1,1,0,1,0,0,0,32000
VW - VOLKSWAGEN SAVEIRO ROBUST 1.6 TOTAL FLEX 8V,VW - VOLKSWAGEN,2020,18234,1.6,Flex,Manual,Hidráulica,Branco,2,1,0,1,1,1,0,1,1,0,0,0,74300
FIAT SIENA EL 1.0 MPI FIRE FLEX 8V 4P,FIAT,2015,38,1,Flex,Manual,Elétrica,Prata,4,3,1,1,1,1,1,1,1,0,0,0,33000
PEUGEOT 2008 GRIFFE 1.6 FLEX 16V 5P AUT.,PEUGEOT,2019,30000,1.6,Flex,Automático,Elétrica,Branco,4,5,1,1,1,0,1,1,1,1,1,0,71000
FORD FOCUS 1.6 S/SE/SE PLUS FLEX 8V/16V  5P,FORD,2008,160,1.6,Flex,Manual,Hidráulica,Cinza,4,0,1,1,1,0,0,1,1,0,0,0,20000
FIAT PALIO ATTRACTIVE 1.0 EVO FIRE FLEX 8V 5P,FIAT,2015,150896,1,Flex,Manual,Hidráulica,Preto,4,8,1,1,1,1,1,1,1,1,0,0,36500
GM - CHEVROLET CELTA LIFE 1.0 MPFI VHC 8V 5P,GM - CHEVROLET,2005,123000,1,Gasolina,Manual,Mecânica,Azul,4,9,0,0,1,0,1,0,0,0,0,0,13500
FORD RANGER XLT 2.8 8V 135CV 4X4 CD TB DIESEL,FORD,2004,111111,2,Diesel,Manual,Hidráulica,Branco,4,5,0,1,1,1,1,0,1,1,0,0,45000
RENAULT SYMBOL EXPRESSION HI-FLEX 1.6 16V 4P,RENAULT,2012,180000,1.6,Flex,Manual,Hidráulica,Preto,4,5,0,1,1,1,0,1,1,0,0,0,0
AUDI Q3 1.4 TFSI/TFSI FLEX S-TRONIC 5P,AUDI,2016,63000,1.4,Gasolina,Automático,Elétrica,Branco,4,9,1,1,1,1,1,1,1,1,0,0,88000
VW - VOLKSWAGEN GOL 1.6 MI RALLYE TOTAL FLEX 8V 4P,VW - VOLKSWAGEN,2014,116000,1.6,Flex,Manual,Hidráulica,Branco,4,1,1,1,1,1,1,1,1,1,0,0,37800
HYUNDAI HB20 C./C.PLUS/C.STYLE 1.6 FLEX 16V MEC.,HYUNDAI,2014,99000,1.6,Flex,Manual,Elétrica,Cinza,4,5,1,1,1,1,1,1,1,1,1,0,40500
GM - CHEVROLET CAMARO SS 6.2 V8 16V,GM - CHEVROLET,2014,41,4,Gasolina,Automático,Hidráulica,Branco,2,2,1,1,1,1,1,1,1,1,1,0,185000
HYUNDAI IX35 GL 2.0 16V 2WD FLEX AUT.,HYUNDAI,2017,65000,2,Flex,Automático,Hidráulica,Branco,4,4,1,1,1,1,1,1,1,1,1,0,86000
FIAT SIENA ATTRACTIVE 1.4 FIRE FLEX 8V 4P,FIAT,2013,95300,1.4,Flex,Manual,Hidráulica,Branco,4,0,1,1,1,1,1,1,1,0,0,0,32000
VW - VOLKSWAGEN VOYAGE 1.6/1.6 CITY  MI TOTAL FLEX 8V 4P,VW - VOLKSWAGEN,2012,95000,1.6,Flex,Manual,Hidráulica,Prata,4,7,1,1,1,1,1,0,1,0,0,0,31999
FIAT TORO VOLCANO 2.0 16V 4X4 TB DIESEL AUT.,FIAT,2019,43000,2,Diesel,Automático,Elétrica,Branco,4,5,1,1,1,1,1,1,1,1,1,0,130000
GM - CHEVROLET ONIX,GM - CHEVROLET,2020,10000,1,Flex,Automático,Hidráulica,Branco,4,8,1,1,1,1,1,1,1,1,1,0,74000
RENAULT LOGAN AUTHENTIQUE HI-FLEX 1.0 16V 4P,RENAULT,2011,124000,1,Flex,Manual,Hidráulica,Prata,4,8,0,1,1,1,1,0,1,0,0,0,21000
HONDA CITY SEDAN DX 1.5 FLEX 16V AUT.,HONDA,2011,154000,1.5,Flex,Manual,Elétrica,Cinza,4,4,1,1,1,0,1,1,1,1,0,0,38000
FIAT PALIO 1.0 ECONOMY FIRE FLEX 8V 4P,FIAT,2012,98,1,Flex,Manual,Hidráulica,Prata,4,8,1,1,1,1,1,0,1,0,0,0,23000
FIAT UNO MILLE SX 2P E 4P,FIAT,1997,0,1,Gasolina,Manual,Mecânica,Azul,2,0,0,0,0,0,0,0,0,0,0,0,4800
FIAT UNO VIVACE CELEB. 1.0 EVO F.FLEX 8V 5P,FIAT,2012,130000,1,Flex,Manual,Hidráulica,Vermelho,4,8,1,1,1,1,0,0,1,1,0,0,22990
TOYOTA COROLLA XEI 2.0 FLEX 16V AUT.,TOYOTA,2015,93000,2,Flex,Automático,Hidráulica,Prata,4,9,1,1,1,1,1,1,1,1,1,0,73400
FORD FIESTA,FORD,2015,54606,1.5,Flex,Manual,Elétrica,Branco,4,5,1,1,1,0,1,1,1,1,0,0,38000
GM - CHEVROLET CLASSIC LIFE/LS 1.0 VHC FLEXP. 4P,GM - CHEVROLET,2012,117000,1,Flex,Manual,Hidráulica,Cinza,4,4,1,1,1,1,1,0,1,0,0,0,21500
FORD FIESTA 1.6 16V FLEX MEC. 5P,FORD,2016,77000,1.6,Flex,Manual,Elétrica,Branco,4,8,1,1,1,0,1,1,1,1,0,0,42500
GM - CHEVROLET CAPTIVA SPORT FWD 2.4 16V 171/185CV,GM - CHEVROLET,2010,130000,2,Gasolina,Automático,Hidráulica,Preto,4,5,1,1,1,1,1,1,1,1,0,0,23500
GM - CHEVROLET CELTA SPIRIT/ LT 1.0 MPFI 8V FLEXP. 5P,GM - CHEVROLET,2012,97100,1,Flex,Manual,Hidráulica,Preto,4,9,1,1,1,1,1,0,1,0,0,0,21500
FORD ECOSPORT XLT 1.6/ 1.6 FLEX 8V 5P,FORD,2004,170239,1.6,Gasolina,Manual,Hidráulica,Prata,4,1,1,1,1,1,1,1,1,0,0,0,18500
CITROEN JUMPER 2.3 15/16LUG. TB DIESEL,CITROEN,2003,111111,2,Diesel,Manual,Hidráulica,Branco,4,1,0,0,1,1,0,0,0,0,0,0,24000
GM - CHEVROLET MONTANA 1.4 8V CONQUEST ECONOFLEX  2P,GM - CHEVROLET,2016,35000,1.4,Flex,Manual,Hidráulica,Branco,2,0,0,0,0,0,0,0,0,0,0,0,37000
MITSUBISHI L200 TRITON HPE 3.2 CD TB INT.DIESEL AUT,MITSUBISHI,2015,138500,3,Diesel,Automático,Hidráulica,Branco,4,5,1,1,1,1,1,1,1,1,1,0,117000
VW - VOLKSWAGEN APOLO GL 1.8,VW - VOLKSWAGEN,2008,100000,1.6,Flex,Manual,Hidráulica,Preto,4,8,1,1,1,1,1,1,1,1,1,0,21500
FIAT PALIO 1.0 ECONOMY FIRE FLEX 8V 4P,FIAT,2014,100000,1,Flex,Manual,Hidráulica,Cinza,4,1,1,1,1,1,1,1,1,0,0,0,27500
GM - CHEVROLET KADETT GLS 1.8 EFI / SL/E 1.8,GM - CHEVROLET,1994,950000,1.8,Álcool,Manual,Hidráulica,Cinza,2,0,1,0,0,1,1,0,0,0,0,0,8200
FIAT PALIO WEEKEND ADVENTURE 1.6 8V/16V,FIAT,2002,222225555,1.6,Gás Natural,Manual,Hidráulica,Outra,4,7,0,0,0,0,0,0,0,0,0,0,125755
GM - CHEVROLET PRISMA SED. LTZ 1.4 8V FLEXPOWER 4P AUT.,GM - CHEVROLET,2015,79000,1.4,Flex,Automático,Hidráulica,Prata,4,8,1,1,1,1,1,1,1,1,1,0,47000
FORD KA 1.0 8V/1.0 8V ST FLEX 3P,FORD,2016,93000,1,Flex,Manual,Elétrica,Prata,4,8,0,0,0,0,0,0,0,0,0,0,35500
GM - CHEVROLET COBALT LT 1.4 8V FLEXPOWER/ECONOFLEX 4P,GM - CHEVROLET,2012,118,1.4,Flex,Manual,Hidráulica,Prata,4,5,1,1,1,1,1,1,1,0,0,0,31700
VW - VOLKSWAGEN GOL 1000 (MODELO ANTIGO),VW - VOLKSWAGEN,1995,199999,1,Gasolina,Manual,Mecânica,Prata,2,6,0,0,0,0,0,0,0,0,0,0,9000
GM - CHEVROLET CLASSIC LIFE/LS 1.0 VHC FLEXP. 4P,GM - CHEVROLET,2011,156000,1,Álcool,Manual,Hidráulica,Cinza,4,1,1,1,1,1,1,0,1,0,0,0,19000
MERCEDES-BENZ GLA-250 SPORT 2.0 TB 16V 4X2  211CV AUT.,MERCEDES-BENZ,2017,27900,1.6,Gasolina,Automático,Elétrica,Vermelho,4,5,1,1,1,1,1,1,1,1,0,0,165990
FIAT UNO SPORTING 1.4 EVO FIRE FLEX 8V 4P,FIAT,2013,80000,1.4,Flex,Manual,Hidráulica,Branco,4,6,1,1,1,1,1,0,1,0,0,0,30000
HONDA CITY SEDAN LX 1.5 FLEX 16V 4P AUT.,HONDA,2013,116000,1.5,Flex,Automático,Hidráulica,Branco,4,9,0,0,0,0,0,0,0,0,0,0,39900
GM - CHEVROLET CELTA 1.0/ SUPER 1.0 MPFI VHC 8V 5P,GM - CHEVROLET,2012,74500,1,Flex,Manual,Hidráulica,Prata,4,7,1,1,1,1,1,0,1,0,0,0,23000
RENAULT STEPWAY ZEN FLEX 1.6 16V MEC.,RENAULT,2021,12500,1.6,Flex,Manual,Elétrica,Branco,4,8,1,1,1,1,1,1,1,1,0,0,76500
FORD SEDAN SEL 1.5 16V FLEX,FORD,2015,100000,1.5,Flex,Manual,Elétrica,Preto,4,7,0,0,0,0,0,0,0,0,0,0,33000
GM - CHEVROLET CLASSIC LIFE/LS 1.0 VHC FLEXP. 4P,GM - CHEVROLET,2003,52000,1,Álcool,Manual,Mecânica,Branco,4,6,0,0,0,0,1,0,0,0,0,0,8000
FIAT STRADA CELEB. 1.4 MPI FIRE FLEX 8V CS,FIAT,2011,255000,1.4,Flex,Manual,Hidráulica,Branco,2,1,1,1,1,1,1,0,0,0,0,0,30800
GM - CHEVROLET ONIX HATCH LTZ 1.4 8V FLEXPOWER 5P MEC.,GM - CHEVROLET,2015,47000,1.4,Flex,Manual,Hidráulica,Preto,4,3,0,0,1,1,1,0,1,1,0,0,35000
TOYOTA COROLLA XEI 2.0 FLEX 16V AUT.,TOYOTA,2012,150000,2,Flex,Automático,Elétrica,Prata,4,8,1,1,1,0,1,1,1,1,1,0,53000
FORD FIESTA,FORD,2012,100,1.6,Gasolina,Manual,Hidráulica,Preto,4,2,1,1,1,1,1,0,1,1,0,0,30000
VW - VOLKSWAGEN SPACEFOX 1.6 TRENDLINE TOTAL FLEX 8V 5P,VW - VOLKSWAGEN,2018,92000,1.6,Flex,Manual,Elétrica,Prata,4,0,0,0,1,1,1,1,1,1,0,0,43000
HONDA CIVIC SEDAN LXL 1.7 16V 130CV MEC 4P,HONDA,2004,10,1.7,Gasolina,Manual,Hidráulica,Prata,4,9,1,1,1,1,1,1,0,1,1,0,25500
FIAT PUNTO ATTRACTIVE ITALIA 1.4 F.FLEX 8V 5P,FIAT,2016,47000,1.4,Flex,Manual,Elétrica,Vermelho,4,8,1,1,1,1,1,1,1,1,0,0,41500
FIAT UNO VIVACE ITALIA 1.0 EVO F. FLEX 8V 5P,FIAT,2013,111000,1,Flex,Manual,Hidráulica,Prata,4,7,1,1,1,1,1,1,1,0,0,0,24500
VW - VOLKSWAGEN GOLF SPORTLINE 1.6 MI TOTAL FLEX 8V 4P,VW - VOLKSWAGEN,2011,129000,1.6,Flex,Manual,Hidráulica,Vermelho,4,4,1,1,1,1,1,0,1,1,1,0,35000
RENAULT SANDERO VIBE FLEX 1.0 12V 5P,RENAULT,2017,140000,1,Flex,Manual,Elétrica,Branco,4,0,1,1,1,1,1,1,1,1,1,0,40000
FIAT TORO VOLCANO 2.0 16V 4X4 TB DIESEL AUT.,FIAT,2021,2000,2,Diesel,Automático,Hidráulica,Branco,4,2,0,0,0,0,0,0,0,0,0,0,135000
FIAT TORO VOLCANO 2.0 16V 4X4 TB DIESEL AUT.,FIAT,2019,66000,2,Diesel,Automático,Elétrica,Branco,4,5,1,1,1,0,1,1,1,1,1,0,127000
BMW 118IA 2.0 16V 136CV 5P,BMW,2012,98000,2,Gasolina,Automático,Hidráulica,Branco,4,2,1,1,1,1,1,1,1,0,0,0,49000
KIA MOTORS SPORTAGE EX 2.0 16V/ 2.0 16V FLEX AUT.,KIA MOTORS,2017,64500,2,Flex,Automático,Hidráulica,Cinza,4,4,1,1,1,1,1,1,1,1,0,0,119990
FORD F-75 4X2 2.6 V12,FORD,1975,100000,2,Gasolina,Manual,Mecânica,Amarelo,2,0,0,0,0,0,0,0,0,0,0,0,12500
FORD KA 1.0 8V/1.0 8V ST FLEX 3P,FORD,2013,67400,1,Flex,Manual,Mecânica,Prata,2,5,0,0,0,0,1,0,0,0,0,0,14500
FORD FOCUS 1.6 S/SE/SE PLUS FLEX 8V/16V  5P,FORD,2011,129000,1.6,Flex,Manual,Hidráulica,Prata,4,2,1,1,1,1,1,1,1,1,0,0,29000
VW - VOLKSWAGEN FOX CONNECT 1.6 FLEX 8V 5P,VW - VOLKSWAGEN,2020,22000,1.6,Flex,Manual,Elétrica,Branco,4,2,1,1,1,0,1,1,1,1,1,0,75500
VW - VOLKSWAGEN VOYAGE COMF/HIGHLI. 1.6 MI T.FLEX 8V 4P,VW - VOLKSWAGEN,2011,93000,1.6,Flex,Manual,Hidráulica,Preto,4,4,1,1,1,1,1,0,1,1,0,0,29000
TOYOTA HILUX CD SRX 4X4 2.8 TDI 16V DIESEL AUT.,TOYOTA,2019,32000,2,Diesel,Automático,Hidráulica,Prata,4,0,1,1,1,1,1,1,1,1,1,0,230000
GM - CHEVROLET ONIX HATCH JOY 1.0 8V FLEX 5P MEC.,GM - CHEVROLET,2017,70000,1,Flex,Manual,Hidráulica,Cinza,4,8,1,1,1,1,1,1,1,1,0,0,39500
FORD FOCUS SEDAN 1.6/1.6 FLEX 8V/16V 4P MEC.,FORD,2006,99238,1.6,Gasolina,Manual,Hidráulica,Azul,4,4,1,1,1,1,1,0,1,0,0,0,15299
FORD KA 1.0 TECNO 8V FLEX 3P,FORD,2010,110000,1,Flex,Manual,Mecânica,Branco,2,2,0,0,0,0,0,0,0,0,0,0,13500
GM - CHEVROLET MERIVA MAXX 1.4 MPFI 8V ECONOFLEX 5P,GM - CHEVROLET,2012,220000,1.4,Flex,Manual,Hidráulica,Outra,4,8,1,0,1,1,1,1,0,0,0,0,22000
VW - VOLKSWAGEN GOL CITY 1.0 MI 8V 4P,VW - VOLKSWAGEN,2015,132000,1,Flex,Manual,Hidráulica,Vermelho,4,1,1,1,1,1,0,1,0,0,0,0,34900
FIAT SIENA TETRAFUEL 1.4 MPI FIRE FLEX 8V 4P,FIAT,2011,265000,1.4,Flex,Manual,Hidráulica,Branco,4,6,1,1,1,1,1,1,1,1,0,0,21000
FIAT UNO MILLE WAY ECONOMY 1.0 F.FLEX 4P,FIAT,2012,133500,1,Flex,Manual,Mecânica,Preto,4,8,1,1,1,0,0,0,1,0,0,0,19000
VW - VOLKSWAGEN AMAROK SE CD 2.0 16V TDI 4X4 DIESEL,VW - VOLKSWAGEN,2012,149000,2,Diesel,Manual,Hidráulica,Prata,4,9,1,1,1,1,1,1,1,0,0,0,68000
TOYOTA 2.0 XEI 16V FLEX 4P AUTOMATICO,TOYOTA,2019,14900,2,Flex,Automático,Elétrica,Branco,4,8,1,1,1,0,1,1,1,1,1,0,108000
HONDA CIVIC SEDAN EX 1.7 16V 130CV AUT. 4P,HONDA,2005,187002,1.7,Gasolina,Automático,Hidráulica,Prata,4,2,1,1,1,1,0,0,1,0,0,0,16000
FORD RANGER XLT 3.2 20V 4X4 CD DIESEL AUT.,FORD,2013,170000,3,Diesel,Automático,Hidráulica,Prata,4,6,1,1,1,1,1,1,1,1,1,0,90000
FIAT 500 CULT 1.4 FLEX 8V EVO MEC.,FIAT,2012,48,1.4,Flex,Manual,Hidráulica,Prata,2,3,1,1,1,1,1,1,1,0,0,0,33000
GM - CHEVROLET CORSA HAT. MAXX 1.0/ 1.0 FLEXPOWER 8V 5P,GM - CHEVROLET,2009,5850508,1,Flex,Manual,Mecânica,Prata,4,5,0,1,1,0,0,0,1,0,0,0,17800
FIAT UNO CS/TOP/SPORT 1.5 I.E. / 1.5 /1.3,FIAT,1991,332000,1.5,Gasolina,Manual,Mecânica,Azul,2,6,0,0,0,0,0,0,0,0,0,0,7500
GM - CHEVROLET COBALT LT 1.4 8V FLEXPOWER/ECONOFLEX 4P,GM - CHEVROLET,2013,16463,1.4,Gás Natural,Manual,Hidráulica,Branco,4,6,0,0,0,0,0,0,0,0,0,0,30000
FIAT PALIO ATTRA./ITALIA 1.4 EVO F.FLEX 8V 5P,FIAT,2013,170531,1.4,Flex,Manual,Hidráulica,Preto,4,1,1,1,1,1,1,1,1,0,0,0,33000
VW - VOLKSWAGEN GOL TRENDLINE 1.6 T.FLEX 8V 5P,VW - VOLKSWAGEN,2009,120,1.6,Flex,Manual,Hidráulica,Branco,4,1,1,1,1,1,1,1,1,1,0,0,20000
FIAT PALIO ELX 1.0 MPI FIRE 16V 4P (25 ANOS),FIAT,2001,150000,1,Gasolina,Manual,Hidráulica,Verde,4,5,1,0,1,1,0,0,0,0,0,0,9700
GM - CHEVROLET AGILE,GM - CHEVROLET,2010,0,1.4,Flex,Manual,Hidráulica,Preto,4,8,1,1,1,1,1,0,1,1,0,0,20000
VW - VOLKSWAGEN FUSCA,VW - VOLKSWAGEN,1970,50000,1.5,Gasolina,Manual,Mecânica,Vermelho,2,9,0,0,0,0,0,0,0,0,0,0,13500
GM - CHEVROLET CELTA 1.0/SUPER/N.PIQ.1.0 MPFI VHC 8V 3P,GM - CHEVROLET,2009,81000,1,Flex,Manual,Hidráulica,Branco,2,4,0,0,0,0,1,0,1,0,0,0,14500
GM - CHEVROLET CORSA HAT. JOY 1.0/ 1.0 FLEXPOWER 8V 5P,GM - CHEVROLET,1999,111,1,Gasolina,Manual,Hidráulica,Vermelho,4,2,1,1,0,1,0,0,1,0,0,0,7000
VW - VOLKSWAGEN VOYAGE 1.6 MSI FLEX 8V 4P,VW - VOLKSWAGEN,2020,27000,1.6,Flex,Manual,Hidráulica,Prata,4,7,1,1,1,1,1,1,1,0,0,0,57300
VW - VOLKSWAGEN GOL 1.0 FLEX 12V 5P,VW - VOLKSWAGEN,2019,32000,1,Flex,Manual,Hidráulica,Branco,4,3,1,1,1,1,0,1,1,0,0,0,45300
FIAT ARGO DRIVE 1.0 6V FLEX,FIAT,2020,18000,1,Flex,Manual,Elétrica,Cinza,4,3,1,1,1,0,1,1,1,0,0,0,53500
JEEP RENEGADE LONGITUDE 1.8 4X2 FLEX 16V AUT.,JEEP,2019,40000,1.8,Flex,Automático,Elétrica,Vermelho,4,4,1,1,1,1,1,1,1,1,1,0,88900
HYUNDAI HB20 PREMIUM 1.6 FLEX 16V MEC.,HYUNDAI,2021,6000,1.6,Flex,Automático,Hidráulica,Branco,4,1,1,1,1,1,0,1,1,0,0,0,40000
